ENROLLMENT;TUITION PAYMENT MARCH 2022;TUITION PAYMENT MARCH 2023;GENDER;TYPE OF EDUCATIONAL INSTITUTION;EDUCATIONAL INSTITUTION;INSTITUTION STATUS;DEPARTMENT;PROVINCE;DISTRICT;CLASSIFICATION;CAMPUS;FACULTY;PROGRAM/MAJOR;SHIFT/SCHEDULE;BENEFIT DISCOUNTS;STUDY MODE;AGE RANGE OF ENROLLED STUDENT;DISABILITY;NUMBER OF ENROLLED COURSES;AT-RISK COURSE
Reinscrito;1;1;M;COLEGIO;SAN PEDRO PASCUAL;PRIVADA;AREQUIPA;AREQUIPA;JACOBO HUNTER;Carreras Pregrado;UTP Arequipa;Fac. Ing. Sist. Y Elect.;ING. MECATRONICA;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;CAYMA;Carreras Pregrado 50-50;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reinscrito;1;1;M;COLEGIO;Universidad Nacional de San Ag;ESTATAL;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. DE SEGUR. INDUST. Y MINER;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;JACOBO HUNTER;Carreras Pregrado 50-50;UTP Arequipa;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;Carreras Pregrado 80-20;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MAÑANA;SIN BENEFICIO;Remoto;3. 21-23;No;2;0
Reinscrito;1;1;F;COLEGIO;SAN GUILLERMO DE VERCELLI;PRIVADA;AREQUIPA;AREQUIPA;JACOBO HUNTER;Carreras Pregrado;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGIA;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;M;COLEGIO;40201 TECNICO AGROPECUARIO LA;ESTATAL;AREQUIPA;AREQUIPA;MIRAFLORES;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;1;F;COLEGIO;REICH LA PERLA;PRIVADA;AREQUIPA;AREQUIPA;PAUCARPATA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. DE SEGUR. INDUST. Y MINER;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;1;1
Reinscrito;1;1;U;;;;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;Carreras Pregrado 50-50;UTP Arequipa;Fac. Ing. Sist. Y Elect.;INGENIERIA DE SISTEMAS;NOCHE;SIN BENEFICIO;Remoto;3. 21-23;No;2;0
Reinscrito;1;1;M;;;;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;Carreras Pregrado;UTP Arequipa;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;U;COLEGIO;LA RECOLETA;PRIVADA;AREQUIPA;AREQUIPA;CERRO COLORADO;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;4;0
Reinscrito;1;1;M;COLEGIO;ENRICO FERMI;PRIVADA;AREQUIPA;AREQUIPA;MIRAFLORES;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. CIVIL;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;F;COLEGIO;JOSE MACEDO MENDOZA;ESTATAL;ICA;NAZCA;EL INGENIO;Carreras Pregrado;UTP Arequipa;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;0;0
Reinscrito;1;1;F;;;;AREQUIPA;ISLAY;MOLLENDO;Carreras Pregrado;UTP Arequipa;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;F;COLEGIO;JUANA CERVANTES DE BOLOGNESI;ESTATAL;AREQUIPA;AREQUIPA;JACOBO HUNTER;Carreras Pregrado;UTP Arequipa;Fac. Contabilidad;CONTABILIDAD;MIXTO;SIN BENEFICIO;Virtual;5. >=30;No;1;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;CERRO COLORADO;Carreras Pregrado 80-20;UTP Arequipa;Fac. Contabilidad;CONTABILIDAD (80/20);NOCHE;SIN BENEFICIO;Virtual;4. 24-29;No;3;0
Reinscrito;1;1;M;UNIVERSIDAD;UNIVERSIDAD;PRIVADA;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;Carreras Pregrado;UTP Arequipa;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reinscrito;1;1;M;;;;AREQUIPA;AREQUIPA;CERRO COLORADO;Carreras Pregrado 50-50;UTP Arequipa;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL (50/50);NOCHE;SIN BENEFICIO;Virtual;4. 24-29;No;2;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;CAYMA;Carreras Pregrado 80-20;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGIA (80/20);NOCHE;SIN BENEFICIO;Remoto;3. 21-23;No;1;0
Reinscrito;1;1;M;INSTITUTO;PEDRO RUIZ GALLO;PRIVADA;AREQUIPA;AREQUIPA;CAYMA;Carreras PPE;UTP Arequipa;Fac. Contabilidad;CONTABILIDAD FINANCIERA;MAÑANA;SIN BENEFICIO;Presencial;4. 24-29;No;0;0
Reinscrito;1;1;F;COLEGIO;MARIA AUXILIADORA;PRIVADA;AREQUIPA;AREQUIPA;MARIANO MELGAR;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;M;COLEGIO;41008 MANUEL MUÑOZ NAJAR;ESTATAL;AREQUIPA;AREQUIPA;MARIANO MELGAR;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. CIVIL;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reinscrito;0;0;M;COLEGIO;CD;PRIVADA;AREQUIPA;AREQUIPA;CHIGUATA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. DE SEGUR. INDUST. Y MINER;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;4;0
Reinscrito;1;1;M;COLEGIO;Universidad Católica de Santa;ESTATAL;AREQUIPA;AREQUIPA;UCHUMAYO;Carreras Pregrado;UTP Arequipa;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;Carreras Pregrado 80-20;UTP Arequipa;Fac. Contabilidad;CONTABILIDAD (80/20);MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;0;F;;;;AREQUIPA;AREQUIPA;CAYMA;Carreras Pregrado 80-20;UTP Arequipa;Fac. Adm. Y Neg.;ADM. DE EMPRESAS (80/20);MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;1;1
Reinscrito;0;0;M;;;;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;Carreras Pregrado 50-50;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. DE SEGUR. INDUST. Y MINER (50/50);MAÑANA;SIN BENEFICIO;Virtual;4. 24-29;No;3;0
Reinscrito;1;1;U;;;;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;Carreras Pregrado 80-20;UTP Arequipa;Fac. Adm. Y Neg.;ADM. DE EMPRESAS (80/20);NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;LIBERTADOR CASTILLA;ESTATAL;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;INGENIERÍA DE MINAS;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;JACOBO HUNTER;Carreras Pregrado;UTP Arequipa;Fac. Adm. Y Neg.;ADM. BANCA Y FINANZAS;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;1;1
Reinscrito;1;1;M;COLEGIO;CEBA - 40055 ROMEO LUNA VICTOR;ESTATAL;AREQUIPA;AREQUIPA;CAYMA;Carreras Pregrado;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGIA;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;U;;;;AREQUIPA;AREQUIPA;MARIANO MELGAR;Carreras Pregrado 80-20;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MAÑANA;SIN BENEFICIO;Remoto;3. 21-23;No;2;0
Reinscrito;1;1;F;COLEGIO;DE JESUS;PRIVADA;AREQUIPA;CAMANA;SAMUEL PASTOR;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;3;0
Reinscrito;1;1;M;COLEGIO;CEBA - SAN IGNACIO DE JESUS;PRIVADA;AREQUIPA;AREQUIPA;PAUCARPATA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;1;1
Reinscrito;0;0;F;COLEGIO;JOSE MARIA MORANTE;ESTATAL;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;Carreras Pregrado;UTP Arequipa;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;F;COLEGIO;CLAUDIO GALENO;PRIVADA;AREQUIPA;AREQUIPA;MARIANO MELGAR;Carreras Pregrado;UTP Arequipa;Fac. Adm. Y Neg.;ADM. Y MARKETING;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;SAN MARTIN DE SOCABAYA;ESTATAL;AREQUIPA;AREQUIPA;SOCABAYA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;F;COLEGIO;NUESTRA SRA. DEL DIVINO AMOR;ESTATAL;AREQUIPA;AREQUIPA;CERRO COLORADO;Carreras Pregrado;UTP Arequipa;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reinscrito;1;1;M;COLEGIO;TENIENTE CORONEL PEDRO RUIZ GA;ESTATAL;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. CIVIL;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;4;0
Reinscrito;1;1;M;;;;AREQUIPA;AREQUIPA;JACOBO HUNTER;Carreras Pregrado;UTP Arequipa;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reinscrito;1;1;M;INSTITUTO;HONORIO DELGADO ESPINOZA;ESTATAL;AREQUIPA;AREQUIPA;CAYMA;Carreras Pregrado;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGIA;MAÑANA;SIN BENEFICIO;Virtual;4. 24-29;No;1;0
Reinscrito;1;1;M;COLEGIO;INDEPENDENCIA AMERICANA;ESTATAL;AREQUIPA;AREQUIPA;SOCABAYA;Carreras Pregrado;UTP Arequipa;Fac. Der. Cienc. Polit. Y RRII;DERECHO;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;0;F;COLEGIO;1103 ELVIRA GARCIA Y GARCIA;ESTATAL;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGIA;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;1;M;COLEGIO;INTERNACIONAL ALBERT L. LEHNIN;PRIVADA;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Sist. Y Elect.;ING. MECATRONICA;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;;;;CUSCO;ESPINAR;ESPINAR;Carreras Pregrado 50-50;UTP Arequipa;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;1;1
Reinscrito;1;1;M;;;;AREQUIPA;AREQUIPA;MIRAFLORES;Carreras Pregrado 80-20;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;3;0
Reinscrito;1;1;M;COLEGIO;BRYCE S.A.C.;PRIVADA;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;Carreras Pregrado;UTP Arequipa;Fac. Der. Cienc. Polit. Y RRII;DERECHO;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;1;M;COLEGIO;NUESTRA SRA. DE LA ASUNTA;PRIVADA;AREQUIPA;AREQUIPA;CERRO COLORADO;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;WILLIAM MORRIS;PRIVADA;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;HOLY FAMILY SCHOOL;PRIVADA;AREQUIPA;AREQUIPA;CERRO COLORADO;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;;;;AREQUIPA;AREQUIPA;CAYMA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Sist. Y Elect.;ING. MECATRONICA;MAÑANA;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reinscrito;1;1;F;COLEGIO;EL CRUCE;ESTATAL;AREQUIPA;AREQUIPA;LA JOYA;Carreras Pregrado 50-50;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGÍA (50/50);MAÑANA;SIN BENEFICIO;Presencial;4. 24-29;No;0;0
Reinscrito;0;0;M;;;;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;Carreras Pregrado 50-50;UTP Arequipa;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL (50/50);MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;1;M;;;;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;Carreras Pregrado 50-50;UTP Arequipa;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL (50/50);MAÑANA;SIN BENEFICIO;Remoto;4. 24-29;No;1;0
Reinscrito;0;0;M;;;;AREQUIPA;AREQUIPA;SOCABAYA;Carreras Pregrado 50-50;UTP Arequipa;Fac. Contabilidad;CONTABILIDAD FINANCIERA (50/50);MAÑANA;SIN BENEFICIO;Virtual;5. >=30;No;2;0
Reinscrito;1;1;M;COLEGIO;SANTA ROSA DE LIMA;ESTATAL;AREQUIPA;AREQUIPA;PAUCARPATA;Carreras Pregrado;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGIA;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;Carreras Pregrado 50-50;UTP Arequipa;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;Carreras Pregrado 80-20;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGIA (80/20);NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;1;1
Reinscrito;1;1;M;;;;LIMA;LIMA;CARABAYLLO;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;INGENIERÍA DE MINAS;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;1;1
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado 50-50;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGÍA (50/50);MIXTO;SIN BENEFICIO;Virtual;4. 24-29;No;2;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado 50-50;UTP Arequipa;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;MOQUEGUA;ILO;ILO;Carreras Pregrado 50-50;UTP Arequipa;Fac. Adm. Y Neg.;ADMINISTRACION Y MARKETING;NOCHE;SIN BENEFICIO;Virtual;4. 24-29;Si;1;1
Reinscrito;1;1;M;UNIVERSIDAD;UNIVERSIDAD;PRIVADA;AREQUIPA;AREQUIPA;AREQUIPA;Carreras PPE;UTP Arequipa;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reinscrito;1;1;M;COLEGIO;UNIVERSIDAD;ESTATAL;AREQUIPA;AREQUIPA;JACOBO HUNTER;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. DE SEGUR. INDUST. Y MINER;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reinscrito;1;1;F;COLEGIO;40046 JOSE L.CORNEJO A.;ESTATAL;AREQUIPA;AREQUIPA;CAYMA;Carreras Pregrado;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGIA;MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;F;;;;LIMA;LIMA;LA VICTORIA;Carreras Pregrado;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGIA;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;M;INSTITUTO;CESCA AREQUIPA;PRIVADA;AREQUIPA;AREQUIPA;MARIANO MELGAR;Carreras PPE;UTP Arequipa;Fac. Contabilidad;CONTABILIDAD FINANCIERA;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reinscrito;1;1;U;;;;AREQUIPA;AREQUIPA;JACOBO HUNTER;Carreras Pregrado 50-50;UTP Arequipa;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL (50/50);NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;2;2
Reinscrito;1;1;M;;;;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado;UTP Arequipa;Fac. Adm. Y Neg.;ADM. BANCA Y FINANZAS;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;3;0
Reinscrito;1;1;M;COLEGIO;JUAN DE LA CRUZ CALIENES;PRIVADA;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;Carreras Pregrado;UTP Arequipa;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;PAUCARPATA;Carreras Pregrado 50-50;UTP Arequipa;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL (50/50);NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;SALESIANOS DON BOSCO;PRIVADA;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;Carreras Pregrado;UTP Arequipa;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;F;COLEGIO;JUANA ALARCO DE DAMMERT;PRIVADA;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. CIVIL;NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;1;1
Reinscrito;1;1;F;COLEGIO;40479 MIGUEL GRAU;ESTATAL;AREQUIPA;AREQUIPA;SOCABAYA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;3;0
Reinscrito;1;1;M;INSTITUTO;DON BOSCO;PRIVADA;AREQUIPA;AREQUIPA;PAUCARPATA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reinscrito;1;1;M;COLEGIO;40038 JORGE BASADRE GROHMANN;ESTATAL;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. CIVIL;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;F;COLEGIO;Universidad Católica San Pablo;ESTATAL;AREQUIPA;AREQUIPA;TIABAYA;Carreras Pregrado;UTP Arequipa;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reinscrito;1;1;M;;;;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado 80-20;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGIA (80/20);NOCHE;SIN BENEFICIO;Remoto;4. 24-29;No;2;0
Reinscrito;1;1;F;COLEGIO;MARIANO E.RIVERO Y USTARIZ;ESTATAL;AREQUIPA;ISLAY;COCACHACRA;Carreras Pregrado;UTP Arequipa;Fac. Contabilidad;CONTABILIDAD;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;M;;;;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado 50-50;UTP Arequipa;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;3;0
Reinscrito;1;1;F;INSTITUTO;JOYAS ESCONDIDAS;ESTATAL;AREQUIPA;AREQUIPA;CERRO COLORADO;Carreras Pregrado;UTP Arequipa;Fac. Adm. Y Neg.;ADM. BANCA Y FINANZAS;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;M;;;;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. CIVIL;MAÑANA;SIN BENEFICIO;Virtual;4. 24-29;No;2;0
Reinscrito;1;1;M;COLEGIO;MARISCAL DOMINGO NIETO;ESTATAL;AREQUIPA;AREQUIPA;SOCABAYA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. CIVIL;MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;M;COLEGIO;COLEGIO SISE;PRIVADA;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado;UTP Arequipa;Fac. Contabilidad;CONTABILIDAD;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;3;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;CERRO COLORADO;Carreras Pregrado 80-20;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;4;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;PAUCARPATA;Carreras Pregrado 50-50;UTP Arequipa;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;0;0;M;;;;AREQUIPA;AREQUIPA;SOCABAYA;Carreras PPE;UTP Arequipa;Fac. Ing. Ind. Y Mec.;INGENIERIA CIVIL;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;0;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado 50-50;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. DE SEGUR. INDUST. Y MINER (50/50);NOCHE;SIN BENEFICIO;Remoto;4. 24-29;No;1;0
Reinscrito;1;1;M;;DEL CENTRO;;AREQUIPA;AREQUIPA;CERRO COLORADO;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. CIVIL;MIXTO;SIN BENEFICIO;Virtual;5. >=30;No;1;0
Reinscrito;1;1;M;;;;AREQUIPA;AREQUIPA;MARIANO MELGAR;Carreras Pregrado 50-50;UTP Arequipa;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;ANTONIO RAYMONDI;ESTATAL;AREQUIPA;AREQUIPA;PAUCARPATA;Carreras Pregrado;UTP Arequipa;Fac. Ing. Ind. Y Mec.;ING. CIVIL;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;1;1
Reinscrito;0;0;F;COLEGIO;GRAN PACIFICADOR LINUS PAULING;PRIVADA;AREQUIPA;AREQUIPA;CAYMA;Carreras Pregrado;UTP Arequipa;Fac. Der. Cienc. Polit. Y RRII;DERECHO;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;MARIANO MELGAR;Carreras Pregrado 80-20;UTP Arequipa;Fac. Der. Cienc. Polit. Y RRII;DERECHO (80/20);NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;3;0
Reinscrito;1;1;F;;;;AREQUIPA;AREQUIPA;AREQUIPA;Carreras Pregrado 50-50;UTP Arequipa;Fac. Hum y CC Soc;PSICOLOGÍA (50/50);MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;0;0;M;;;;AREQUIPA;AREQUIPA;JACOBO HUNTER;Carreras Pregrado;UTP Arequipa;Fac. Der. Cienc. Polit. Y RRII;DERECHO;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
