PROV_NM,SUBM,Teacher_Gender,ACHIEVEMENTS1,MIDTERM1,FINAL1,NAT_MARK,Year-DOB,Month-DOB,NAT_MARK_range,NAT_MARK_range_encoded
1,1,1,30.0,16.0,30.0,45.2,2006,4,0-60,0
1,1,1,30.0,20.0,37.0,44.2,2007,1,0-60,0
1,1,1,30.0,20.0,40.0,55.3,2007,11,0-60,0
1,1,1,28.0,18.0,41.0,54.5,2007,7,0-60,0
1,1,1,30.0,15.0,35.0,43.2,2008,1,0-60,0
1,1,1,30.0,19.0,42.0,53.7,2007,8,0-60,0
1,1,1,27.0,16.0,40.0,49.7,2007,5,0-60,0
1,1,1,30.0,20.0,49.0,67.0,2007,2,60-70,1
1,1,1,25.0,12.0,26.0,47.9,2006,6,0-60,0
1,1,1,27.0,14.0,40.0,58.3,2007,1,0-60,0
1,1,1,28.0,8.0,12.0,32.4,2007,11,0-60,0
1,1,1,30.0,14.0,34.0,38.9,2007,7,0-60,0
1,1,1,30.0,19.0,45.0,53.7,2007,5,0-60,0
1,1,1,30.0,19.0,40.0,54.5,2007,4,0-60,0
1,1,1,30.0,15.0,30.0,52.1,2007,1,0-60,0
1,1,1,24.0,12.0,40.0,52.9,2007,11,0-60,0
1,1,1,30.0,19.0,44.0,45.2,2007,2,0-60,0
1,1,1,30.0,16.0,40.0,49.7,2007,5,0-60,0
1,1,1,29.0,12.0,30.0,40.0,2008,1,0-60,0
1,1,1,30.0,17.0,31.0,47.0,2007,3,0-60,0
1,1,1,30.0,14.0,36.0,47.0,2007,5,0-60,0
1,1,1,30.0,20.0,41.0,61.2,2007,1,60-70,1
1,1,1,26.0,12.0,30.0,48.8,2005,1,0-60,0
1,1,1,29.0,12.0,40.0,58.3,2007,12,0-60,0
1,1,1,30.0,20.0,44.0,42.2,2007,6,0-60,0
1,1,1,30.0,20.0,45.0,57.6,2008,2,0-60,0
1,1,1,29.0,16.0,40.0,56.1,2007,12,0-60,0
1,1,1,30.0,12.0,40.0,51.3,2007,12,0-60,0
1,1,1,30.0,18.0,45.0,54.5,2007,2,0-60,0
1,1,1,30.0,18.0,41.0,38.9,2007,12,0-60,0
1,1,1,29.0,13.0,40.0,32.4,2007,10,0-60,0
1,1,1,30.0,20.0,40.0,45.2,2007,10,0-60,0
1,1,1,28.0,16.0,32.0,41.1,2007,5,0-60,0
1,1,1,30.0,17.0,30.0,46.1,2007,1,0-60,0
1,1,1,30.0,20.0,46.0,44.2,2007,11,0-60,0
1,1,1,30.0,20.0,48.0,36.5,2007,7,0-60,0
1,1,1,30.0,15.0,34.0,37.7,2007,4,0-60,0
1,1,1,28.0,16.0,42.0,53.7,2007,11,0-60,0
1,1,1,27.0,14.0,40.0,50.5,2007,7,0-60,0
1,1,1,22.0,6.0,28.0,35.2,2007,4,0-60,0
1,1,1,30.0,18.0,40.0,47.9,2007,3,0-60,0
1,1,1,30.0,19.0,40.0,46.1,2007,4,0-60,0
1,1,1,30.0,16.0,30.0,46.1,2007,5,0-60,0
1,1,1,30.0,17.0,42.0,47.9,2007,7,0-60,0
1,1,1,29.0,12.0,44.0,47.9,2007,8,0-60,0
1,1,1,30.0,20.0,30.0,41.1,2007,6,0-60,0
1,1,1,27.0,13.0,40.0,45.2,2007,9,0-60,0
1,1,1,29.0,12.0,32.0,49.7,2007,7,0-60,0
1,1,1,29.0,12.0,18.0,33.8,2007,6,0-60,0
1,1,1,30.0,20.0,48.0,57.6,2008,1,0-60,0
1,1,1,30.0,20.0,42.0,65.6,2007,8,60-70,1
1,1,1,29.0,12.0,40.0,42.2,2007,3,0-60,0
1,1,1,30.0,20.0,47.0,67.0,2005,11,60-70,1
1,1,1,30.0,19.0,42.0,50.5,2007,2,0-60,0
1,1,1,30.0,20.0,48.0,66.3,2007,4,60-70,1
1,1,1,30.0,18.0,40.0,41.1,2007,10,0-60,0
1,1,1,28.0,17.0,34.0,56.1,2007,8,0-60,0
1,1,1,30.0,20.0,47.0,45.2,2007,6,0-60,0
1,1,1,29.0,12.0,32.0,43.2,2007,4,0-60,0
1,1,1,30.0,19.0,35.0,46.1,2007,3,0-60,0
1,1,1,26.0,12.0,32.0,47.9,2007,8,0-60,0
1,1,1,30.0,18.0,42.0,52.9,2007,2,0-60,0
1,1,1,29.0,13.0,30.0,44.2,2006,10,0-60,0
1,1,1,30.0,18.0,30.0,36.5,2007,5,0-60,0
1,1,1,30.0,20.0,42.0,53.7,2007,6,0-60,0
1,1,1,26.0,14.0,43.0,53.7,2007,7,0-60,0
1,1,1,30.0,20.0,43.0,56.8,2007,10,0-60,0
1,1,1,29.0,18.0,43.0,56.1,2007,8,0-60,0
1,1,1,30.0,20.0,50.0,68.5,2007,6,60-70,1
1,1,1,28.0,16.0,40.0,49.7,2007,10,0-60,0
1,1,1,30.0,20.0,46.0,56.8,2007,9,0-60,0
1,1,1,30.0,12.0,30.0,50.5,2007,3,0-60,0
1,1,1,29.0,8.0,30.0,36.5,2007,5,0-60,0
1,1,1,29.0,12.0,11.0,35.2,2007,11,0-60,0
1,1,1,30.0,12.0,31.0,43.2,2007,7,0-60,0
1,1,1,30.0,20.0,46.0,44.2,2007,11,0-60,0
1,1,1,30.0,15.0,31.0,48.8,2001,13,0-60,0
1,1,1,30.0,15.0,42.0,52.9,2007,10,0-60,0
1,1,1,30.0,18.0,36.0,49.7,2007,11,0-60,0
1,1,1,0.0,0.0,0.0,0.0,2009,90,0-60,0
1,1,1,30.0,20.0,47.0,53.7,2008,2,0-60,0
1,1,1,30.0,17.0,49.0,42.2,2007,4,0-60,0
1,1,1,30.0,19.0,41.0,41.1,2007,7,0-60,0
1,1,1,30.0,20.0,50.0,60.5,2007,7,60-70,1
1,1,1,28.0,10.0,31.0,47.9,2007,3,0-60,0
1,1,1,30.0,19.0,45.0,52.9,2007,7,0-60,0
1,1,1,28.0,16.0,41.0,55.3,2007,6,0-60,0
1,1,1,29.0,14.0,41.0,56.8,2007,7,0-60,0
1,1,1,29.0,12.0,41.0,43.2,2007,9,0-60,0
1,1,1,30.0,20.0,49.0,61.2,2008,2,60-70,1
1,1,1,30.0,19.0,43.0,59.8,2007,9,0-60,0
1,1,1,29.0,12.0,37.0,49.7,2007,7,0-60,0
1,1,1,30.0,20.0,41.0,52.1,2007,11,0-60,0
1,1,1,30.0,16.0,32.0,48.8,2007,3,0-60,0
1,1,1,28.0,17.0,45.0,47.0,2007,9,0-60,0
1,1,1,29.0,8.0,21.0,30.9,2007,7,0-60,0
1,1,1,30.0,18.0,40.0,47.0,2007,4,0-60,0
1,1,1,30.0,20.0,40.0,41.1,2001,13,0-60,0
1,1,1,30.0,13.0,30.0,44.2,2007,8,0-60,0
1,1,1,28.0,9.0,36.0,46.1,2007,9,0-60,0
1,1,1,29.0,19.0,43.0,55.3,2007,4,0-60,0
1,1,1,29.0,12.0,36.0,45.2,2007,12,0-60,0
1,1,1,29.0,13.0,33.0,47.9,2007,10,0-60,0
1,1,1,29.0,13.0,17.0,42.2,2007,6,0-60,0
1,1,1,29.0,12.0,7.0,50.5,2007,11,0-60,0
1,1,1,29.0,12.0,40.0,52.1,2007,10,0-60,0
1,1,1,25.0,12.0,30.0,43.2,2007,7,0-60,0
1,1,1,30.0,16.0,40.0,60.5,2007,5,60-70,1
1,1,1,30.0,14.0,6.0,38.9,2007,6,0-60,0
1,1,1,30.0,20.0,41.0,46.1,2002,5,0-60,0
1,1,1,29.0,13.0,35.0,47.0,2007,3,0-60,0
1,1,1,30.0,18.0,42.0,49.7,2007,11,0-60,0
1,1,1,26.0,14.0,29.0,52.1,2007,8,0-60,0
1,1,1,29.0,12.0,20.0,45.2,2007,5,0-60,0
1,1,1,30.0,19.0,30.0,47.9,2007,6,0-60,0
1,1,1,30.0,14.0,19.0,36.5,2007,3,0-60,0
1,1,1,30.0,20.0,47.0,53.7,2007,3,0-60,0
1,1,1,30.0,20.0,34.0,45.2,2007,3,0-60,0
1,1,1,30.0,20.0,45.0,49.7,2007,1,0-60,0
1,1,1,30.0,20.0,49.0,76.7,2007,1,70-80,2
1,1,1,28.0,16.0,29.0,45.2,2007,3,0-60,0
1,1,1,30.0,18.0,40.0,45.2,2007,5,0-60,0
1,1,1,29.0,12.0,4.0,21.4,2006,5,0-60,0
1,1,1,30.0,20.0,47.0,61.2,2007,4,60-70,1
1,1,1,30.0,18.0,47.0,52.1,2007,11,0-60,0
1,1,1,29.0,12.0,30.0,53.7,2006,1,0-60,0
1,1,1,30.0,20.0,45.0,47.9,2006,10,0-60,0
1,1,1,30.0,20.0,50.0,64.8,2007,9,60-70,1
0,1,0,29.5,18.5,45.0,65.6,2007,2,60-70,1
0,1,0,20.5,14.0,36.0,40.0,2007,2,0-60,0
0,1,0,30.0,19.5,46.0,71.4,2007,2,70-80,2
0,1,0,24.0,13.5,29.0,51.3,2007,3,0-60,0
0,1,0,24.0,10.5,45.0,42.2,2008,3,0-60,0
0,1,0,25.0,16.0,43.0,40.0,2007,8,0-60,0
0,1,0,28.0,18.5,40.0,58.3,2007,11,0-60,0
0,1,0,29.0,20.0,46.0,60.5,2007,12,60-70,1
0,1,0,28.0,19.0,40.0,56.1,2007,11,0-60,0
0,1,0,28.0,19.5,45.0,59.8,2007,6,0-60,0
0,1,0,29.0,20.0,40.0,55.3,2007,12,0-60,0
0,1,0,30.0,20.0,47.0,68.5,2007,10,60-70,1
0,1,0,26.0,12.5,32.0,48.8,2008,1,0-60,0
0,1,0,26.5,16.5,35.0,50.5,2008,1,0-60,0
0,1,0,29.0,18.5,45.0,58.3,2007,3,0-60,0
0,1,0,28.0,18.0,45.0,45.2,2007,12,0-60,0
0,1,0,30.0,20.0,48.0,61.2,2007,11,60-70,1
0,1,0,28.0,19.0,32.0,55.3,2007,11,0-60,0
0,1,0,27.0,18.5,42.0,56.1,2007,6,0-60,0
0,1,0,22.0,15.0,43.0,46.1,2007,10,0-60,0
0,1,0,27.0,18.0,40.0,56.8,2008,3,0-60,0
0,1,0,24.0,12.0,29.0,47.0,2008,1,0-60,0
0,1,0,30.0,20.0,50.0,76.7,2007,9,70-80,2
0,1,0,30.0,20.0,45.0,64.8,2008,2,60-70,1
0,1,0,27.0,17.5,31.0,44.2,2007,10,0-60,0
0,1,0,28.5,19.0,43.0,58.3,2007,12,0-60,0
0,1,0,28.0,18.0,40.0,53.7,2007,12,0-60,0
0,1,0,25.0,13.5,37.0,52.1,2007,12,0-60,0
0,1,0,30.0,20.0,47.0,63.4,2007,8,60-70,1
0,1,0,28.0,18.5,42.0,62.7,2007,11,60-70,1
0,1,0,29.0,19.5,44.0,65.6,2007,12,60-70,1
0,1,0,29.5,19.0,41.0,59.0,2007,7,0-60,0
0,1,0,28.5,14.5,28.0,48.8,2007,2,0-60,0
0,1,0,27.0,17.0,44.0,62.7,2007,12,60-70,1
0,1,0,29.0,16.0,40.0,56.1,2007,9,0-60,0
0,1,0,28.0,19.0,44.0,55.3,2007,11,0-60,0
0,1,0,24.0,12.0,30.0,43.2,2007,6,0-60,0
0,1,0,26.5,16.0,30.0,50.5,2008,1,0-60,0
0,1,0,26.0,18.0,42.0,47.9,2007,8,0-60,0
0,1,0,30.0,20.0,47.0,75.9,2007,12,70-80,2
0,1,0,30.0,20.0,40.0,61.9,2008,1,60-70,1
0,1,0,27.0,18.0,33.0,48.8,2007,9,0-60,0
0,1,0,30.0,18.5,43.0,53.7,2007,6,0-60,0
0,1,0,27.0,16.0,34.0,47.0,2007,7,0-60,0
0,1,0,21.0,12.0,28.0,47.0,2007,11,0-60,0
0,1,0,28.5,16.0,40.0,57.6,2008,1,0-60,0
0,1,0,26.5,19.0,35.0,60.5,2007,5,60-70,1
0,1,0,28.5,17.0,41.0,55.3,2007,6,0-60,0
0,1,0,29.0,18.0,40.0,57.6,2007,11,0-60,0
0,1,0,29.0,19.5,43.0,56.8,2007,2,0-60,0
0,1,0,27.0,17.0,40.0,58.3,2008,1,0-60,0
0,1,0,27.0,18.5,40.0,57.6,2007,6,0-60,0
0,1,0,27.0,17.0,40.0,51.3,2007,11,0-60,0
0,1,0,24.0,13.5,34.0,54.5,2007,7,0-60,0
0,1,0,24.5,14.0,41.0,40.0,2007,10,0-60,0
0,1,0,30.0,18.5,47.0,61.9,2007,1,60-70,1
0,1,0,30.0,20.0,48.0,67.7,2007,3,60-70,1
0,1,0,27.0,18.0,41.0,48.8,2007,4,0-60,0
0,1,0,29.0,18.5,41.0,59.8,2007,10,0-60,0
0,1,0,28.5,19.0,38.0,56.1,2008,1,0-60,0
0,1,0,27.0,17.0,40.0,47.0,2007,3,0-60,0
0,1,0,29.0,20.0,45.0,53.7,2007,12,0-60,0
0,1,0,27.0,16.5,31.0,51.3,2007,6,0-60,0
0,1,0,26.0,15.0,41.0,53.7,2007,2,0-60,0
0,1,0,27.0,18.0,40.0,58.3,2007,2,0-60,0
0,1,0,28.0,16.0,43.0,66.3,2007,4,60-70,1
0,1,0,27.5,16.0,38.0,52.9,2007,3,0-60,0
0,1,0,30.0,20.0,45.0,59.8,2007,2,0-60,0
0,1,0,30.0,18.0,47.0,63.4,2007,9,60-70,1
0,1,0,30.0,20.0,48.0,60.5,2007,11,60-70,1
0,1,0,30.0,20.0,48.0,63.4,2007,5,60-70,1
0,1,0,28.0,19.5,36.0,59.8,2007,7,0-60,0
0,1,0,28.0,17.5,41.0,47.9,2007,12,0-60,0
0,1,0,26.0,15.5,37.0,57.6,2007,6,0-60,0
0,1,0,25.0,16.0,25.0,50.5,2007,3,0-60,0
0,1,0,30.0,19.0,47.0,66.3,2007,12,60-70,1
0,1,0,28.0,18.5,41.0,56.8,2007,12,0-60,0
0,1,0,30.0,20.0,47.0,72.9,2007,8,70-80,2
0,1,0,30.0,20.0,50.0,67.7,2007,6,60-70,1
0,1,0,30.0,20.0,49.0,75.10000000000001,2007,12,70-80,2
0,1,0,24.0,16.0,46.0,37.7,2007,9,0-60,0
0,1,0,29.5,19.0,42.0,55.3,2007,6,0-60,0
0,1,0,26.0,14.0,32.0,44.2,2008,1,0-60,0
0,1,0,29.5,18.0,43.0,56.1,2007,8,0-60,0
0,1,0,30.0,20.0,49.0,72.9,2007,4,70-80,2
0,1,0,30.0,20.0,50.0,73.60000000000001,2007,6,70-80,2
0,1,0,24.0,15.5,39.0,47.9,2007,6,0-60,0
0,1,0,25.0,18.0,44.0,43.2,2007,10,0-60,0
0,1,0,28.0,19.0,40.0,55.3,2007,11,0-60,0
0,1,0,26.0,17.0,41.0,49.7,2007,8,0-60,0
0,1,0,30.0,20.0,47.0,58.3,2007,3,0-60,0
0,1,0,30.0,20.0,49.0,59.8,2007,10,0-60,0
0,1,0,29.0,19.5,44.0,66.3,2007,12,60-70,1
0,1,0,30.0,20.0,47.0,70.7,2007,12,70-80,2
0,1,0,28.0,19.0,40.0,53.7,2007,9,0-60,0
0,1,0,30.0,20.0,49.0,63.4,2007,12,60-70,1
0,1,0,26.0,13.0,36.0,59.0,2007,2,0-60,0
0,1,0,27.0,14.5,35.0,59.8,2007,12,0-60,0
0,1,0,29.0,18.0,43.0,60.5,2007,10,60-70,1
0,1,0,28.0,16.0,40.0,52.1,2007,9,0-60,0
0,1,0,30.0,20.0,48.0,47.0,2007,9,0-60,0
0,1,0,28.0,16.5,40.0,63.4,2007,7,60-70,1
0,1,0,22.0,9.5,43.0,46.1,2007,5,0-60,0
0,1,0,30.0,20.0,49.0,64.8,2007,10,60-70,1
0,1,0,30.0,19.5,40.0,64.1,2007,3,60-70,1
0,1,0,27.0,16.0,38.0,50.5,2007,8,0-60,0
0,1,0,30.0,19.5,47.0,56.1,2007,7,0-60,0
0,1,0,21.5,13.5,43.0,41.1,2007,12,0-60,0
0,1,0,22.0,13.0,41.0,41.1,2007,4,0-60,0
0,1,0,25.0,14.0,40.0,41.1,2007,4,0-60,0
0,1,0,30.0,18.5,45.0,67.0,2007,2,60-70,1
0,1,0,18.0,11.0,40.0,42.2,2007,7,0-60,0
0,1,0,30.0,20.0,46.0,59.8,2007,12,0-60,0
0,1,0,24.0,14.0,44.0,41.1,2007,3,0-60,0
0,1,0,30.0,17.5,40.0,60.5,2007,7,60-70,1
0,1,0,24.5,18.0,26.0,43.2,2007,10,0-60,0
0,1,0,27.5,16.0,32.0,49.7,2008,2,0-60,0
0,1,0,29.0,17.5,44.0,52.9,2008,1,0-60,0
0,1,0,30.0,20.0,45.0,62.7,2007,4,60-70,1
0,1,0,30.0,20.0,48.0,48.8,2008,1,0-60,0
0,1,0,26.0,16.5,40.0,51.3,2007,10,0-60,0
0,1,0,30.0,20.0,40.0,58.3,2007,10,0-60,0
0,1,0,25.0,14.5,28.0,37.7,2006,11,0-60,0
0,1,0,26.5,17.0,29.0,56.8,2008,6,0-60,0
0,1,0,30.0,18.0,49.0,61.9,2007,11,60-70,1
0,1,0,28.5,19.0,43.0,65.6,2007,9,60-70,1
0,1,0,29.5,19.5,49.0,63.4,2007,5,60-70,1
0,1,0,26.0,16.5,40.0,56.1,2007,8,0-60,0
0,1,0,30.0,20.0,47.0,72.10000000000001,2007,4,70-80,2
0,1,0,20.0,14.0,40.0,35.2,2007,11,0-60,0
0,1,0,29.0,17.0,32.0,49.7,2007,6,0-60,0
0,1,0,29.0,20.0,43.0,49.7,2007,1,0-60,0
0,1,0,30.0,20.0,47.0,62.7,2007,11,60-70,1
0,1,0,26.0,17.5,45.0,50.5,2007,2,0-60,0
0,1,0,25.0,16.0,41.0,42.2,2008,3,0-60,0
0,1,0,28.0,17.5,40.0,55.3,2007,8,0-60,0
0,1,0,30.0,19.5,47.0,64.1,2007,9,60-70,1
0,1,0,26.5,14.5,34.0,47.0,2007,7,0-60,0
0,1,0,26.0,15.0,27.0,44.2,2007,6,0-60,0
0,1,0,27.0,18.5,34.0,47.0,2007,4,0-60,0
2,1,1,29.0,14.0,49.5,47.9,2007,4,0-60,0
2,1,1,24.0,19.0,11.0,42.2,2007,9,0-60,0
2,1,1,29.0,20.0,50.0,30.9,2007,3,0-60,0
2,1,1,27.0,19.0,49.0,47.9,2007,10,0-60,0
2,1,1,30.0,18.0,48.5,47.9,2007,3,0-60,0
2,1,1,29.0,18.0,36.0,48.8,2007,9,0-60,0
2,1,1,29.0,8.0,13.0,43.2,2007,10,0-60,0
2,1,1,30.0,19.0,50.0,53.7,2007,4,0-60,0
2,1,1,29.0,20.0,50.0,48.8,2007,2,0-60,0
2,1,1,30.0,17.0,49.0,38.9,2007,7,0-60,0
2,1,1,29.0,18.0,46.0,47.9,2007,9,0-60,0
2,1,1,24.0,20.0,30.5,44.2,2008,1,0-60,0
2,1,1,29.0,17.0,20.0,47.0,2007,8,0-60,0
2,1,1,29.0,17.0,32.0,41.1,2007,3,0-60,0
2,1,1,30.0,20.0,50.0,61.2,2007,8,60-70,1
2,1,1,30.0,19.0,50.0,54.5,2007,10,0-60,0
2,1,1,30.0,20.0,50.0,47.9,2007,10,0-60,0
2,1,1,30.0,19.0,50.0,51.3,2007,5,0-60,0
2,1,1,29.0,20.0,35.0,38.9,2007,5,0-60,0
2,1,1,26.0,18.0,23.0,40.0,2007,3,0-60,0
2,1,1,24.0,19.0,37.0,37.7,2007,4,0-60,0
2,1,1,30.0,15.0,46.5,45.2,2007,12,0-60,0
2,1,1,30.0,20.0,48.0,48.8,2007,8,0-60,0
2,1,1,18.0,11.0,14.0,46.1,2007,9,0-60,0
2,1,1,30.0,20.0,50.0,52.9,2008,1,0-60,0
2,1,1,29.0,20.0,50.0,56.8,2007,12,0-60,0
2,1,1,30.0,20.0,50.0,59.8,2007,6,0-60,0
2,1,1,30.0,20.0,50.0,56.1,2007,5,0-60,0
2,1,1,26.0,19.0,46.5,45.2,2007,7,0-60,0
2,1,1,27.0,12.0,9.0,45.2,2007,5,0-60,0
2,1,1,30.0,19.0,49.0,47.0,2007,4,0-60,0
2,1,1,30.0,20.0,50.0,54.5,2007,9,0-60,0
2,1,1,30.0,20.0,50.0,52.9,2007,9,0-60,0
1,1,1,26.0,15.5,42.0,52.1,2007,10,0-60,0
1,1,1,30.0,18.0,46.5,55.3,2007,6,0-60,0
1,1,1,30.0,18.0,47.0,54.5,2007,10,0-60,0
1,1,1,30.0,20.0,48.5,61.2,2008,1,60-70,1
1,1,1,30.0,12.0,27.5,42.2,2007,1,0-60,0
1,1,1,29.0,15.0,45.5,56.8,2006,7,0-60,0
1,1,1,30.0,19.0,47.0,52.1,2007,4,0-60,0
1,1,1,30.0,20.0,49.0,73.60000000000001,2007,10,70-80,2
1,1,1,30.0,20.0,36.5,42.2,2007,10,0-60,0
1,1,1,30.0,20.0,49.0,51.3,2007,6,0-60,0
1,1,1,29.0,14.0,35.5,43.2,2007,8,0-60,0
1,1,1,30.0,18.0,38.0,35.2,2007,10,0-60,0
1,1,1,29.0,19.0,46.5,50.5,2007,6,0-60,0
1,1,1,30.0,14.0,46.0,44.2,2007,6,0-60,0
1,1,1,30.0,20.0,45.5,48.8,2007,10,0-60,0
1,1,1,30.0,19.0,42.0,47.0,2007,12,0-60,0
1,1,1,30.0,20.0,37.5,46.1,2007,3,0-60,0
1,1,1,29.0,19.5,36.5,44.2,2007,6,0-60,0
1,1,1,30.0,12.0,42.0,29.3,2007,12,0-60,0
1,1,1,30.0,19.5,47.5,64.8,2008,4,60-70,1
1,1,1,29.0,18.0,46.0,52.9,2007,8,0-60,0
1,1,1,27.0,18.0,43.5,40.0,2007,9,0-60,0
1,1,1,28.0,16.5,47.0,48.8,2007,4,0-60,0
1,1,1,26.0,19.0,46.5,53.7,2007,9,0-60,0
1,1,1,30.0,20.0,49.5,56.1,2007,12,0-60,0
1,1,1,27.0,19.0,45.5,44.2,2006,12,0-60,0
1,1,1,27.0,18.0,44.0,0.0,2007,11,0-60,0
1,1,1,26.0,15.5,41.0,45.2,2007,6,0-60,0
1,1,1,30.0,19.5,44.0,52.9,2007,4,0-60,0
1,1,1,29.0,18.0,46.5,57.6,2007,8,0-60,0
1,1,1,30.0,18.0,45.5,47.0,2007,12,0-60,0
1,1,1,30.0,17.0,44.5,49.7,2007,10,0-60,0
1,1,1,30.0,17.0,44.0,45.2,2007,2,0-60,0
1,1,1,30.0,19.0,45.5,53.7,2007,6,0-60,0
1,1,1,28.0,15.0,46.5,43.2,2007,9,0-60,0
1,1,1,26.0,20.0,44.0,40.0,2007,5,0-60,0
1,1,1,28.0,11.0,42.5,41.1,2007,8,0-60,0
1,1,1,27.0,14.0,37.0,40.0,2007,8,0-60,0
1,1,1,30.0,19.0,46.0,52.1,2007,6,0-60,0
1,1,1,30.0,19.0,46.5,46.1,2007,5,0-60,0
1,1,1,27.0,20.0,44.5,42.2,2007,2,0-60,0
1,1,1,30.0,20.0,48.5,52.1,2007,9,0-60,0
1,1,1,30.0,19.0,35.5,30.9,2006,12,0-60,0
1,1,1,30.0,19.0,46.0,61.2,2007,7,60-70,1
1,1,1,28.0,16.0,39.0,41.1,2007,11,0-60,0
1,1,1,28.0,15.0,39.5,42.2,2007,10,0-60,0
1,1,1,30.0,20.0,35.5,29.3,2007,8,0-60,0
1,1,1,28.0,16.5,43.0,53.7,2008,1,0-60,0
1,1,1,30.0,19.5,48.0,63.4,2007,1,60-70,1
1,1,1,28.0,17.0,16.0,41.1,2007,2,0-60,0
1,1,1,29.0,17.0,43.5,54.5,2007,7,0-60,0
1,1,1,29.0,16.5,43.0,47.9,2007,4,0-60,0
1,1,1,30.0,20.0,45.5,59.8,2007,10,0-60,0
1,1,1,30.0,19.0,43.0,36.5,2006,1,0-60,0
1,1,1,30.0,20.0,48.5,52.1,2007,10,0-60,0
1,1,1,30.0,18.0,46.5,43.2,2007,3,0-60,0
1,1,1,28.0,15.0,40.5,47.9,2008,1,0-60,0
1,1,1,29.0,16.5,44.5,49.7,2007,8,0-60,0
1,1,1,30.0,20.0,41.0,49.7,2007,2,0-60,0
1,1,1,30.0,18.0,48.5,54.5,2007,12,0-60,0
1,1,1,30.0,19.0,45.5,42.2,2007,8,0-60,0
1,1,1,30.0,19.0,48.5,41.1,2007,5,0-60,0
1,1,1,29.0,20.0,45.5,49.7,2007,8,0-60,0
1,1,1,29.0,18.0,45.5,42.2,2007,5,0-60,0
1,1,1,22.0,19.5,38.0,44.2,2007,7,0-60,0
1,1,1,28.0,16.0,38.5,51.3,2007,8,0-60,0
1,1,1,29.0,16.5,48.5,58.3,2007,6,0-60,0
1,1,1,30.0,19.0,43.5,35.2,2007,12,0-60,0
1,1,1,28.0,12.0,37.0,29.3,2007,7,0-60,0
1,1,1,30.0,18.5,46.5,48.8,2007,6,0-60,0
1,1,1,29.0,18.0,41.0,43.2,2007,3,0-60,0
1,1,1,29.0,15.0,38.5,45.2,2007,12,0-60,0
1,1,1,30.0,20.0,44.0,50.5,2007,8,0-60,0
1,1,1,26.0,15.0,31.0,48.8,2007,7,0-60,0
1,1,1,30.0,20.0,46.0,53.7,2008,1,0-60,0
1,1,1,28.0,17.0,37.0,46.1,2007,10,0-60,0
1,1,1,30.0,19.0,47.5,56.1,2007,5,0-60,0
1,1,1,30.0,18.0,49.5,54.5,2008,1,0-60,0
1,1,1,30.0,19.0,47.0,46.1,2007,2,0-60,0
1,1,1,30.0,18.0,36.0,47.9,2007,6,0-60,0
1,1,1,26.0,6.5,32.0,36.5,2007,11,0-60,0
1,1,1,26.0,5.0,3.0,23.7,2007,9,0-60,0
1,1,1,30.0,19.0,49.0,52.1,2007,9,0-60,0
1,1,1,30.0,20.0,36.5,37.7,2007,2,0-60,0
1,1,1,30.0,18.0,45.0,57.6,2007,11,0-60,0
1,1,1,29.0,16.0,42.5,47.0,2007,5,0-60,0
1,1,1,30.0,19.0,41.0,45.2,2007,7,0-60,0
1,1,1,30.0,20.0,43.0,52.9,2007,4,0-60,0
1,1,1,28.0,15.0,31.5,45.2,2007,8,0-60,0
1,1,1,26.0,16.0,41.0,45.2,2007,8,0-60,0
1,1,1,28.0,16.0,45.0,46.1,2006,3,0-60,0
1,1,1,30.0,18.5,44.0,52.9,2007,5,0-60,0
1,1,1,29.0,18.0,44.5,57.6,2007,4,0-60,0
1,1,1,27.0,11.0,22.0,40.0,2007,7,0-60,0
1,1,1,30.0,20.0,43.5,45.2,2007,11,0-60,0
1,1,1,30.0,18.0,48.5,47.0,2007,1,0-60,0
1,1,1,29.0,18.0,41.5,38.9,2008,1,0-60,0
1,1,1,30.0,15.0,48.5,51.3,2007,2,0-60,0
1,1,1,28.0,17.0,45.5,52.1,2007,1,0-60,0
1,1,1,30.0,20.0,46.5,56.8,2007,4,0-60,0
1,1,1,27.0,11.0,42.5,41.1,2007,2,0-60,0
1,1,1,30.0,18.0,48.0,37.7,2006,1,0-60,0
1,1,1,30.0,19.0,42.0,48.8,2007,6,0-60,0
1,1,1,27.0,12.0,30.0,41.1,2007,11,0-60,0
1,1,1,29.0,18.0,46.0,52.9,2007,11,0-60,0
1,1,1,27.0,13.0,40.0,42.2,2007,6,0-60,0
1,1,1,27.0,11.0,44.0,42.2,2007,7,0-60,0
1,1,1,26.0,11.0,43.0,45.2,2007,8,0-60,0
1,1,1,30.0,18.0,33.0,36.5,2007,7,0-60,0
1,1,1,30.0,20.0,47.0,30.9,2007,8,0-60,0
1,1,1,30.0,19.0,41.5,44.2,2007,6,0-60,0
1,1,1,30.0,19.0,41.5,37.7,2007,5,0-60,0
1,1,1,29.0,13.5,45.5,47.0,2007,11,0-60,0
1,1,1,23.0,19.0,26.0,43.2,2007,9,0-60,0
1,1,1,30.0,18.0,40.5,47.0,2007,9,0-60,0
1,1,1,30.0,19.0,42.5,47.9,2008,1,0-60,0
1,1,1,30.0,18.0,42.0,53.7,2007,7,0-60,0
1,1,1,30.0,19.0,41.5,46.1,2007,3,0-60,0
1,1,1,30.0,19.0,46.5,41.1,2007,8,0-60,0
